category,requirement,source,weight,source_clause_ids,checkable_test,applicability,assessability,citation_confidence,notes,human_review_status,representative_source_clause_ids,candidate_id,duplicate_model_output_count,triage_candidate_id,source_acts,missing_source_clause_ids,source_provenance_status,triage_run_timestamp_utc,review_flags,likely_government_facing,government_facing_reasons,policy_checkability_signal_count,policy_checkability_signal_terms,administrative_signal_terms,recommended_action,resolved_act,requirement_canonical_hash,requirement_exact_duplicate_group,requirement_near_duplicate_similarity,requirement_near_duplicate_group
Significant Data Fiduciary Obligations,The Chairperson and other Members of the Board must be appointed in the manner specified.,"DPDP Act 2023, Section 19(2)",2,"[""G000740""]",Check if the document specifies the manner of appointment of the Chairperson and other Members of the Board.,Applies to data fiduciaries handling personal data.,3,high,This obligation relates to the appointment process of the Board members.,PENDING,['G000740'],TC-000549,1,TC-000549,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""chairperson""]",REVIEW_APPLICABILITY,DPDP_ACT_2023,d05fa730c6f7238af8931e5f4963e4a858c0f9982ab921e18f445616a193fe10,,1.0,
Significant Data Fiduciary Obligations,The terms and conditions of appointment and service of officers and employees of the Board must be specified.,"DPDP Act 2023, Section 24",2,"[""G000743""]",Verify if the document outlines the terms and conditions of appointment and service of officers and employees of the Board.,Applies to data fiduciaries handling personal data.,3,high,This obligation is related to the appointment and service terms of the Board officers and employees.,PENDING,['G000743'],TC-000550,1,TC-000550,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,970b30fd0958a6223d38ae3ad63d2b2f193db1c8404f51028812fa1bb2c7bd55,,1.0,
Significant Data Fiduciary Obligations,The document must specify the other matters under clause (d) of sub-section (7) of section 28.,"DPDP Act 2023, Section 28(7)(d)",2,"[""G000745""]",Check if the document specifies the other matters under clause (d) of sub-section (7) of section 28.,Applies to data fiduciaries handling personal data.,3,high,This obligation relates to the specification of other matters under section 28.,PENDING,['G000745'],TC-000551,1,TC-000551,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""use""]",[],LEGAL_REVIEW,DPDP_ACT_2023,2b5dd424af10667ab01c1c00cf6a67ffc91059a8a2d992f0ecfe89d7be37899e,,1.0,
Significant Data Fiduciary Obligations,"The document must specify any other matter which is to be or may be prescribed or in respect of which provision is to be, or may be, made by rules.","DPDP Act 2023, Section 28(7)(z)",2,"[""G000748""]","Verify if the document specifies any other matter which is to be or may be prescribed or in respect of which provision is to be, or may be, made by rules.",Applies to data fiduciaries handling personal data.,3,high,This obligation is related to the specification of other matters under section 28.,PENDING,['G000748'],TC-000552,1,TC-000552,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,08f5da7bd6c149bb77698bcb44925f531ce5876d95a9d0e1de7e707849fe8d56,,1.0,
Significant Data Fiduciary Obligations,Any amendment notified under sub-section (1) shall have effect as if enacted in this Act and shall come into force on the date of the notification.,"DPDP Act 2023, Section 28(1)",2,"[""G000751""]",Check if the document specifies that any amendment notified under sub-section (1) shall have effect as if enacted in this Act and shall come into force on the date of the notification.,Applies to data fiduciaries handling personal data.,3,high,This obligation relates to the effect and implementation of amendments under section 28.,PENDING,['G000751'],TC-000553,1,TC-000553,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,045cb7327bb889faf7adb160498bfcb7d2f2fcedafbfd2ea1111caeabbc3e627,,1.0,
Significant Data Fiduciary Obligations,Significant data fiduciaries must implement appropriate technical and organisational measures to ensure adherence to standards and frameworks and effective observance of obligations under item 11 of Part B.,"DPDP Rules 2025, Rule 9",3,"[""G001168""]",Whether the organization has implemented appropriate technical and organisational measures to ensure adherence to standards and frameworks and effective observance of obligations under item 11 of Part B.,Applicable to significant data fiduciaries.,High,high,This requirement is based on the obligation to implement appropriate measures to ensure compliance with standards and frameworks.,PENDING,['G001168'],TC-000554,1,TC-000554,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,833738596a5cac2c485f1a49623f46bc62ad7b3f24d6ad7a0e5264a378c046dd,,1.0,
Data Retention & Erasure,Processing of personal data is restricted to the extent necessary for the educational activities of the institution.,"DPDP Rules 2025, Section 1257",2,"[""G001257""]",Whether the organization restricts data processing to the extent necessary for the educational activities of the institution.,Applicable to processing for educational activities.,High,high,This requirement is based on the restriction of data processing to the extent necessary for educational activities.,PENDING,['G001257'],TC-000555,1,TC-000555,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,66420227b7171450989a271179feb30e841f0c4ffe0f0e30d158685663f226d1,,1.0,
Data Retention & Erasure,"Processing of personal data is restricted to the extent necessary for the exercise, performance or discharge of the purpose.","DPDP Rules 2025, Section 1266",2,"[""G001266""]","Whether the organization restricts data processing to the extent necessary for the exercise, performance or discharge of the purpose.",Applicable to processing for purposes specified in the rules.,High,high,"This requirement is based on the restriction of data processing to the extent necessary for the exercise, performance or discharge of the purpose.",PENDING,['G001266'],TC-000556,1,TC-000556,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""data"", ""personal data"", ""process"", ""purpose""]",[],LEGAL_REVIEW,DPDP_RULES_2025,e5df088aafed2393e16fa7db38da8628a8bcc649abf9c6f59b281fd1e9eaba43,,1.0,
Data Retention & Erasure,Processing of personal data is restricted to the extent necessary for the provision or issuance of services or products.,"DPDP Rules 2025, Section 1269",2,"[""G001269""]",Whether the organization restricts data processing to the extent necessary for the provision or issuance of services or products.,Applicable to processing for provision or issuance of services or products.,High,high,This requirement is based on the restriction of data processing to the extent necessary for the provision or issuance of services or products.,PENDING,['G001269'],TC-000557,1,TC-000557,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,b9a2ca7bc87a8f9ea3b9b79bce47110307b4769a94f949f8cac494736158df7e,,1.0,
Significant Data Fiduciary Obligations,Data fiduciaries must process personal data only to the extent necessary for the purpose of confirmation or observance.,"DPDP Rules 2025, Section Purposes",3,"[""G001277""]",Verify that data processing is limited to the minimum necessary for the stated purpose.,All data processing activities.,3,high,This clause imposes a restriction on data processing to ensure it is limited to what is necessary for the intended purpose.,PENDING,['G001277'],TC-000558,1,TC-000558,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""data"", ""personal data"", ""process"", ""purpose""]",[],LEGAL_REVIEW,DPDP_RULES_2025,377d12ee3aa16c65f428f261b5ff86b14f6b12bf61792c768a088117cda3d1f4,,1.0,
Confidentiality & Misuse of Data,Data fiduciaries must ensure the absence of conflict of interest in the performance of their functions.,"DPDP Rules 2025, Section 8(1)",3,"[""G001311""]",Verify that data fiduciaries have no financial or other interests that could prejudice their functions.,All data fiduciaries.,3,high,This clause requires data fiduciaries to avoid conflicts of interest that could affect their obligations.,PENDING,['G001311'],TC-000559,1,TC-000559,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_RULES_2025,fb412e13a6099c91bfcb82ebbb424aaccf7567928efb2f1b146959e6a88a05c8,,1.0,
Intermediary/Platform Liability,Certifying Authorities must notify users of the suspension or revocation of their licence or certificate.,"IT Act 2000, Section 26",2,"[""G001373""]",Check if the document contains a notice of suspension or revocation of a licence or certificate.,Applicable to Certifying Authorities under the IT Act 2000.,High,high,This obligation is tied to the notice requirement under Section 26 of the IT Act 2000.,PENDING,['G001373'],TC-000560,1,TC-000560,"[""IT_ACT_2000""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],2,"[""notice"", ""use""]","[""pension""]",REVIEW_SCOPE,IT_ACT_2000,c67ce40fc847e6dd6e5c7183e3f725690873ec5907807fe49c6ba6d8dcacc5e3,,1.0,
Security Safeguards,Certifying Authorities must follow specific procedures when issuing electronic signature certificates.,"IT Act 2000, Section 30",3,"[""G001378""]",Verify if the document outlines procedures followed by Certifying Authorities when issuing electronic signature certificates.,Applicable to Certifying Authorities issuing electronic signature certificates.,High,high,"This requirement is derived from Section 30 of the IT Act 2000, which mandates procedural compliance.",PENDING,['G001378'],TC-000561,1,TC-000561,"[""IT_ACT_2000""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,IT_ACT_2000,d8d2987cd4a60d6cdb4952616ffd6d0529ffea50cdebcb09bfccd7b213473243,,1.0,
Significant Data Fiduciary Obligations,Certifying Authorities must ensure compliance with the IT Act and related regulations.,"IT Act 2000, Section 31",3,"[""G001379""]",Check if the document includes a statement that Certifying Authorities ensure compliance with the IT Act and related regulations.,Applicable to Certifying Authorities under the IT Act 2000.,High,high,"This obligation is derived from Section 31 of the IT Act 2000, which mandates compliance with the Act.",PENDING,['G001379'],TC-000562,1,TC-000562,"[""IT_ACT_2000""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,IT_ACT_2000,0077cf29c725da17008a3eb0767203fd89662384cbdea63b6647c513f3052538,,1.0,
Security Safeguards,A system must provide a reasonable level of reliability and correct operation.,"IT Act 2000, Section 8(1)",2,"[""G001514""]",Verify if the system provides a reasonable level of reliability and correct operation as per the regulations.,Applicable to systems under the IT Act 2000.,High,high,This requirement is directly tied to the definition of a 'secure system' under the IT Act 2000.,PENDING,['G001514'],TC-000563,1,TC-000563,"[""IT_ACT_2000""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,IT_ACT_2000,ae2b2324faeec93fd2b0d38fb25ad026d5919ec80e74db522cd37519f0142160,,1.0,
Security Safeguards,A system must be reasonably suited to performing the intended functions.,"IT Act 2000, Section 8(1)",2,"[""G001515""]",Verify if the system is reasonably suited to performing the intended functions as per the regulations.,Applicable to systems under the IT Act 2000.,High,high,This requirement is directly tied to the definition of a 'secure system' under the IT Act 2000.,PENDING,['G001515'],TC-000564,1,TC-000564,"[""IT_ACT_2000""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,IT_ACT_2000,99e7f1acfce856fca2e1bc62c005ceb6743408f5de85fed90daa8eb7d7a044e3,,1.0,
Security Safeguards,Any alteration to an electronic signature made after affixing such signature must be detectable.,"IT Act 2000, Section 8(1)",2,"[""G001539""]",Verify if alterations to an electronic signature made after affixing are detectable.,Applicable to electronic signatures under the IT Act 2000.,High,high,This requirement is directly tied to the definition of a 'secure system' under the IT Act 2000.,PENDING,['G001539'],TC-000565,1,TC-000565,"[""IT_ACT_2000""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,IT_ACT_2000,d111c416817449a4449ac69a631d34cdd768561ffa1da2551f5e34780b845346,,1.0,
Confidentiality & Misuse of Data,Electronic signatures or authentication techniques must be reliable and specified in the Second Schedule of the IT Act 2000.,"IT Act 2000, Section 240(2)",2,"[""G001544""]",Verify whether the Second Schedule of the IT Act 2000 includes reliable electronic signatures or authentication techniques.,Applies to entities using electronic signatures or authentication techniques.,High,high,"This requirement ensures that only reliable electronic signatures are used, which is a core data protection obligation.",PENDING,['G001544'],TC-000566,1,TC-000566,"[""IT_ACT_2000""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,IT_ACT_2000,88b0b2ee76be5a574c5491f6664a80ec63f25136beec48b304ee4d2b72dc8391,,1.0,
Significant Data Fiduciary Obligations,"Electronic records must include details that facilitate the identification of origin, destination, date, and time of despatch or receipt.","IT Act 2000, Section 240(3)(c)",2,"[""G001566""]","Check if the electronic records contain the required details for origin, destination, date, and time of despatch or receipt.",Applies to entities handling electronic records.,High,high,"This requirement ensures transparency and traceability of electronic records, which is a core data fiduciary obligation.",PENDING,['G001566'],TC-000567,1,TC-000567,"[""IT_ACT_2000""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,IT_ACT_2000,26e8431b06a38b410d99548aee3d5f005ff8babdd90f28f4bdb01d53c0dd3f72,,1.0,
Confidentiality & Misuse of Data,"Rules, regulations, orders, bye-laws, notifications, or other matters published in the Official Gazette or Electronic Gazette are deemed to satisfy publication requirements.","IT Act 2000, Section 240(8)",2,"[""G001569""]","Verify if the publication of rules, regulations, etc., in the Official Gazette or Electronic Gazette satisfies the legal requirement for publication.","Applies to entities required to publish rules, regulations, etc.",High,high,This requirement ensures that electronic publication meets legal standards for transparency and accessibility.,PENDING,['G001569'],TC-000568,1,TC-000568,"[""IT_ACT_2000""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,IT_ACT_2000,381d447e953ccfdb418ab8ac82113ebef11f9e618996760bb2f9b2fa2364c11f,,1.0,
